nFID,X,Y,Class,Name,Province,City,Street
24810,113.535051697507,22.2239197969498,购物/烟酒茶叶,凯业商行,广东省,珠海市,昌平路
24811,113.535084815428,22.2771539917174,政府机构,中银服务公司新加坡花园管理处,广东省,珠海市,银桦路
24812,113.535062090497,22.2186539831239,生活服务/房屋租售中介,正华地产,广东省,珠海市,侨光路
24813,113.535062964972,22.2211058719048,汽车服务/汽车/维修/养护/洗车,夏湾大伟汽车养护行,广东省,珠海市,港昌路
24814,113.535069883042,22.3837593796514,公司企业,唐家湾镇金鼎企业总公司,广东省,珠海市,金峰中路
24815,113.535062392076,22.2309151303831,餐饮/中餐馆,潮汕美食,广东省,珠海市,港三路
24816,113.535074020738,22.2562938653727,购物/家居建材,唯尚美仕灯饰生活馆,广东省,珠海市,翠微东路
24817,113.535074096386,22.2554808479512,公司企业,珠海市蚂蚁网络科技有限公司,广东省,珠海市,翠微东路
24818,113.535065598464,22.2267387774807,购物/服装鞋帽,鸿星尔克,广东省,珠海市,夏湾路
24819,113.53507595229,22.3834413286592,政府机构/机关单位/委/局,香洲区国土资源分局唐家湾管理所,广东省,珠海市,金锋中路
24820,113.535070631508,22.2267298320838,购物/服装鞋帽,鸿星尓克专卖店,广东省,珠海市,夏湾路
24821,113.535070461976,22.2296157495145,购物/综合商场/购物/中心,福乐佳百货,广东省,珠海市,夏湾西街
24822,113.535071709276,22.2267298513756,购物/服装鞋帽,友盈皮鞋手袋店,广东省,珠海市,夏湾路
24823,113.53508138934,22.2311952372319,餐饮/中餐馆,老陈潮汕砂锅粥,广东省,珠海市,港三路
24824,113.535083886359,22.2240249501503,生活服务/房屋租售中介,合生地产,广东省,珠海市,昌平路
24825,113.535093141676,22.2561849463973,购物/家居建材,欧美仕灯饰生活馆,广东省,珠海市,翠微东路
24826,113.535093983067,22.3834194211239,政府机构/公检法机构/司法局,珠海高新技术产业开发区司法所,广东省,珠海市,金锋中路
24827,113.535093985006,22.383421426896,政府机构/机关单位/委/局,高新区劳动保障事务所,广东省,珠海市,金锋中路
24828,113.535093985006,22.383421426896,政府机构/机关单位,高新区社会事务管理服务中心,广东省,珠海市,金锋中路
24829,113.535093985006,22.383421426896,政府机构/公检法机构,高新区社会治安综合治理工作中心,广东省,珠海市,金锋中路
24830,113.535093985006,22.383421426896,政府机构/机关单位,中共高新区社区工作委员会,广东省,珠海市,金锋中路
24831,113.535093985006,22.383421426896,政府机构/机关单位/委/局,珠海市唐家湾镇人民政府人民来访接待办公室,广东省,珠海市,金锋中路
24832,113.535091172429,22.2186780963092,生活服务/美容美发,蓓丝颜专业护肤珠海第一春泽分院,广东省,珠海市,侨光路
24833,113.535098133141,22.2203597376109,生活服务/便利店,黄记商行,广东省,珠海市,港昌路
24834,113.535134501917,22.2830102229576,商务大厦/商务会馆,交通大楼,广东省,珠海市,梅华西路
24835,113.535134501917,22.2830102229576,政府机构/机关单位/交管局,珠海市交通局综合行政执法局,广东省,珠海市,梅华西路
24836,113.535134501917,22.2830102229576,政府机构/机关单位,珠海市交通战备办公室,广东省,珠海市,梅华西路
24837,113.535104829707,22.2245251201607,公司企业,弘法利生发展有限公司,广东省,珠海市,昌平路
24838,113.535104829707,22.2245251201607,公司企业,深圳思贝特服饰有限公司,广东省,珠海市,昌平路
24839,113.535103463191,22.2313373565692,汽车服务/汽车/维修/养护/洗车,老五汽车美容服务,广东省,珠海市,港三路
24840,113.535115092454,22.3834234763081,政府机构/各级政府/乡镇级政府,珠海市唐家湾镇人民政府,广东省,珠海市,金锋中路
24841,113.535118857651,22.3867898697987,生活服务,秀根废品收购站,广东省,珠海市,上栅大街
24842,113.535109568584,22.2298478593783,购物/综合商场/购物/中心,大兴旺批发商行,广东省,珠海市,港三路
24843,113.53513358219,22.2311213781868,汽车服务/汽车/配件/装饰,圣达文洗车用品,广东省,珠海市,港三路
24844,113.535157163237,22.2397241809831,地产小区/小区/楼盘,兰埔花园昱晖苑,广东省,珠海市,九洲大道西
24845,113.535157163237,22.2397241809831,政府机构/各级政府/居民委员会,兰埔社区居民委员会,广东省,珠海市,九洲大道西
24846,113.535160657903,22.2211449352573,宾馆,珠海金莎酒店,广东省,珠海市,港昌路
24847,113.535177299465,22.3830195152635,公司企业/厂矿,珠海市俊亿针织厂,广东省,珠海市,金锋中路
24848,113.535171939633,22.2269740997412,购物/批发市场/集市,永发东北货批发行,广东省,珠海市,夏湾路
24849,113.535172927575,22.2269741174681,购物,好想你珠海总店,广东省,珠海市,夏湾路
24850,113.535176328814,22.2209420859263,地产小区/小区/楼盘,华苑花园21幢,广东省,珠海市,港昌路
24851,113.535177919998,22.2263719253913,休闲娱乐/体育场馆/羽毛球馆,夏湾中学羽毛球馆,广东省,珠海市,夏湾路
24852,113.535181697989,22.232016759428,政府机构/福利机构/福利院,乐百年护老中心,广东省,珠海市,港三路
24853,113.535182918467,22.2282406038208,餐饮,罗鸿砂锅粥,广东省,珠海市,夏湾西街
24854,113.535195395764,22.2558410918675,购物/家居建材,永业铁艺,广东省,珠海市,翠微东路
24855,113.53518596728,22.2264620062841,教育/学前教育/幼儿园/托儿所,兴华蒙特梭利中英文幼儿园,广东省,珠海市,夏湾路
24856,113.535205409902,22.256189217997,购物/图书音像,P.ZPW语物,广东省,珠海市,翠微东路
24857,113.535206206481,22.3836577753331,金融/银行/中国农业银行,中国农业银行(金鼎支行营业部),广东省,珠海市,金峰中路
24858,113.535218725751,22.2680254125921,汽车服务/汽车/维修/养护/洗车,珠海市香洲豪驱汽车保养中心,广东省,珠海市,翠景路
24859,113.535196685214,22.2321318969955,地产小区,石油公司宿舍,广东省,珠海市,港三路
24860,113.535199076851,22.2264700221742,休闲娱乐/体育场馆,夏湾中学体育馆,广东省,珠海市,夏湾路
24861,113.535199076851,22.2264700221742,休闲娱乐/体育场馆,毅高跆拳道,广东省,珠海市,夏湾路
24862,113.535229997585,22.2800636321295,餐饮,大厦员工餐厅,广东省,珠海市,红山路
24863,113.535229997585,22.2800636321295,政府机构/机关单位/产权交易中心,珠海村田房地产投资咨询有限公司,广东省,珠海市,红山路
24864,113.535229997585,22.2800636321295,金融/投资公司,珠海嘉丰投资有限公司,广东省,珠海市,红山路
24865,113.535229997585,22.2800636321295,金融/投资公司,珠海钧安投资有限公司,广东省,珠海市,红山路
24866,113.535229997585,22.2800636321295,汽车服务/汽车/配件/装饰,珠海美信汽车配件有限公司,广东省,珠海市,红山路
24867,113.535229997585,22.2800636321295,政府机构/机关单位/委/局,珠海市港口管理局,广东省,珠海市,红山路
24868,113.535229997585,22.2800636321295,政府机构/机关单位/委/局,珠海市投资促进局,广东省,珠海市,红山路
24869,113.535229997585,22.2800636321295,公司企业/厂矿,珠海市益高打印耗材有限公司,广东省,珠海市,红山路
24870,113.535229997585,22.2800636321295,教育/科研机构/教育,珠海益博建筑设计有限公司,广东省,珠海市,红山路
24871,113.535203266252,22.2219374736437,金融/atm,中国建设银行ATM,广东省,珠海市,粤华路
24872,113.535203266252,22.2219374736437,金融/银行/中国建设银行,中国建设银行茂盛支行,广东省,珠海市,粤华路
24873,113.535204990441,22.2272222485325,交通设施/停车场/停车区,春泽名园地下停车场,广东省,珠海市,夏湾路
24874,113.53523053682,22.2712673747913,餐饮/中餐馆,明和居,广东省,珠海市,人民西路
24875,113.535224119351,22.2267401977236,地产小区/小区/楼盘,春泽名园31栋,广东省,珠海市,夏湾路
24876,113.535236602067,22.2187704740278,生活服务/房屋租售中介,华发租售中心侨光分店,广东省,珠海市,侨光路
24877,113.535254763689,22.2685366771788,生活服务/房屋租售中介,柏硕地产,广东省,珠海市,翠景路
24878,113.535247537581,22.2562953038177,购物/家居建材,南意家居配饰中心,广东省,珠海市,翠微东路
24879,113.535276432944,22.2739651112075,汽车服务,福士得汽车维修,广东省,珠海市,红山路
24880,113.535255118538,22.2279826322766,购物/服装鞋帽,迎宾皮鞋店,广东省,珠海市,夏湾路
24881,113.535265559249,22.2208732456259,政府机构/福利机构/福利院,爱晖护老院,广东省,珠海市,港昌路
24882,113.535263137477,22.2268732520837,金融/农村信用社/城市信用社,农村信用合作社夏湾分社,广东省,珠海市,夏湾路
24883,113.535263137477,22.2268732520837,金融/atm,农村信用社ATM,广东省,珠海市,夏湾路
24884,113.535296355611,22.2766889642922,汽车服务/4s/汽车/销售,金之华项目投资,广东省,珠海市,红山路
24885,113.535273387374,22.224211486226,购物/文化办公,陈兴文具精品,广东省,珠海市,昌平路
24886,113.535306376776,22.2715215276033,交通设施/公交车站/公交车站主点,香洲区政府,广东省,珠海市,人民西路
24887,113.53528626211,22.2265282282234,购物/家居建材,珠海市明顺厨具百货专卖店,广东省,珠海市,夏湾路
24888,113.535287407304,22.2241935001769,生活服务/家政服务,吉诚家政服务中心,广东省,珠海市,昌平路
24889,113.535293869388,22.2343588177104,交通设施/停车场/停车区,拱北公共汽车公司停车场,广东省,珠海市,白石路
24890,113.535298645615,22.2210924486869,地产小区/小区/楼盘,华苑花园22幢,广东省,珠海市,港昌路
24891,113.535298645615,22.2210924486869,教育/学前教育/幼儿园/托儿所,华苑花园幼儿园,广东省,珠海市,港昌路
24892,113.535304669298,22.2215005749239,地产小区/小区/楼盘,华苑花园23幢,广东省,珠海市,粤华西路
24893,113.535339310851,22.2800879288597,餐饮/西餐厅,咖啡之翼西餐厅,广东省,珠海市,红山路
24894,113.53532043161,22.385888258194,生活服务/美容美发,樱岛造型,广东省,珠海市,上栅南街
24895,113.535342023858,22.2831426638291,政府机构,珠海市交通业务服务大厅,广东省,珠海市,梅华西路
24896,113.535552853496,22.2288546585796,宾馆/旅店,卧龙酒店,广东省,珠海市,夏湾东街
24897,113.535557234739,22.2221984380197,金融/atm,交通银行ATM,广东省,珠海市,粤华路
24898,113.535557234739,22.2221984380197,金融/银行/交通银行,交通银行夏湾支行,广东省,珠海市,粤华路
24899,113.535559230363,22.22277264402,公司企业/旅行社,广东风光国旅珠海分公司,广东省,珠海市,粤华路
24900,113.535562211847,22.2238800437649,汽车服务/汽车/维修/养护/洗车,万丰摩车行,广东省,珠海市,昌平路
24901,113.535591223219,22.2768537096336,金融/投资公司,珠海市力丰房地产投资策划有限公司,广东省,珠海市,银桦路
24902,113.535542237303,22.2396150783114,购物/烟酒茶叶,称心商行,广东省,珠海市,九州大道
24903,113.53554837354,22.220344753724,生活服务/邮局,中国邮政拱北速递投递部,广东省,珠海市,海昌路
24904,113.535313713782,22.2207163261287,地产小区/小区/楼盘,华苑花园20幢,广东省,珠海市,港昌路
24905,113.535317422963,22.2265383265097,汽车服务/汽车/维修/养护/洗车,宝汇洗车场,广东省,珠海市,夏湾路
24906,113.535321801307,22.22005412231,生活服务/邮局,广东省邮政速递物流有限公司珠海市分公司华苑营业部,广东省,珠海市,海昌路
24907,113.535348432666,22.2748475388015,交通设施/交叉路口,香华路/红山路(路口),广东省,珠海市,香华路
24908,113.535329665026,22.2220317743668,公司企业/电信公司/中国移动,中国移动夏湾服营厅,广东省,珠海市,粤华路
24909,113.535329665026,22.2220317743668,公司企业/电信公司/中国移动,中国移动自助营业厅,广东省,珠海市,粤华路
24910,113.535332854464,22.2188066741537,,国安票务,广东省,珠海市,侨光路
24911,113.535328569515,22.2418642741177,餐饮/中式快餐,湛味苑食店,广东省,珠海市,兰埔路
24912,113.535364330769,22.280339046122,餐饮,非凡之翼西餐厅,广东省,珠海市,红山路
24913,113.535364277824,22.2777729466041,金融/银行,珠海华润银行,广东省,珠海市,银桦路
24914,113.535342477422,22.2267784689431,金融/atm,珠海农村信用合作社ATM,广东省,珠海市,夏湾路
24915,113.535362853558,22.2562955383135,汽车服务/汽车/维修/养护/洗车,奥驰马汽车维护美容中心,广东省,珠海市,翠微东路
24916,113.535392570211,22.2776423885203,金融/atm,珠海华润银行ATM,广东省,珠海市,银桦路
24917,113.535363429993,22.2267092398347,交通设施/交叉路口,夏湾路/夏湾西街(路口),广东省,珠海市,夏湾路
24918,113.535383762008,22.3838481707398,教育/培训机构,会计电算化会计职称培训站,广东省,珠海市,文苑街
24919,113.535383763945,22.3838501765042,教育/培训机构,成人函授学历教育咨询报名处,广东省,珠海市,文苑街
24920,113.535383767738,22.3838541044595,教育/培训机构,计算机高级资格认证授课指导站,广东省,珠海市,文苑街
24921,113.535383807348,22.3838021233398,公司企业/建筑装修/装潢公司,艺通广告装设,广东省,珠海市,文苑街
24922,113.535383811222,22.3838061348703,公司企业,电脑技术咨询报名处,广东省,珠海市,文苑街
24923,113.535384833906,22.3838421728722,教育/培训机构,计算机基础文化教育站,广东省,珠海市,文苑街
24924,113.535384835843,22.3838441786368,教育/培训机构,珠海市香洲区再就业培训定点机构,广东省,珠海市,文苑街
24925,113.535399144002,22.2685979998911,医疗/药店/药房,嘉宝华健康药房昌裕花园分店,广东省,珠海市,翠景路
24926,113.535393830074,22.3836721821865,政府机构/机关单位,唐家湾镇农业服务中心,广东省,珠海市,文苑街
24927,113.535384314765,22.2333083890628,道路/乡道,夏湾西街,广东省,珠海市,粤海中路
24928,113.535395827932,22.3836021011121,教育/培训机构,唐家湾成校计算机培训中心,广东省,珠海市,文苑街
24929,113.53540484254,22.3837301291323,汽车服务/汽车/维修/养护/洗车,新车安汽车美容服务中心,广东省,珠海市,文苑街
24930,113.535405898883,22.3835221368991,教育/培训机构,珠海市易通电脑职业学校,广东省,珠海市,文苑街
24931,113.535402753069,22.2418654439187,购物/家居建材,虹鑫五金商行,广东省,珠海市,兰埔路
24932,113.535404917057,22.2396077444771,宾馆/旅店,金兰埔酒店,广东省,珠海市,九洲大道西
24933,113.535409867136,22.2226322374143,地产小区/小区/楼盘,华宁花园,广东省,珠海市,粤华路
24934,113.535417900298,22.3835811882577,生活服务/美容美发,A剪专业烫染店,广东省,珠海市,文苑街
24935,113.535413021285,22.218853882231,购物/烟酒茶叶,嘉德商行,广东省,珠海市,侨光路
24936,113.535419044332,22.2204785339354,地产小区/小区/楼盘,华苑花园19幢,广东省,珠海市,海昌路
24937,113.535425912326,22.3835081234762,公司企业/职业介绍/人才交流,天臣人力资源中心,广东省,珠海市,文苑街
24938,113.535429785049,22.3857604438336,购物/超市,三和超市,广东省,珠海市,上栅南街
24939,113.535422871233,22.2418674802045,购物/家居建材,锋之源餐厨精品专卖店,广东省,珠海市,兰埔路
24940,113.535455370042,22.2831580046862,政府机构,珠海机场管委会办公室,广东省,珠海市,梅华西路
24941,113.535455370042,22.2831580046862,政府机构,珠海市道路运输管理处,广东省,珠海市,梅华西路
24942,113.535455370042,22.2831580046862,政府机构,珠海市交通局,广东省,珠海市,梅华西路
24943,113.535455370042,22.2831580046862,政府机构,珠海市水上运输管理处,广东省,珠海市,梅华西路
24944,113.535439145122,22.2558476544375,公司企业/厂矿,顺发塑料塑钢门窗厂,广东省,珠海市,翠微东路
24945,113.53544013303,22.2558476722702,公司企业/厂矿,绪辉大型塑钢总汇,广东省,珠海市,翠微东路
24946,113.535433983742,22.2205655607232,金融/atm,中国邮政储蓄银行ATM,广东省,珠海市,海昌路
24947,113.535441120938,22.2558476901032,购物/家居建材,东记铁艺,广东省,珠海市,翠微东路
24948,113.535441512506,22.2560825338236,公司企业,珠海凯田有限公司,广东省,珠海市,翠微东路
24949,113.535441512506,22.2560825338236,公司企业,珠海市和田泳池设备有限公司,广东省,珠海市,翠微东路
24950,113.535441981018,22.3827580987179,公司企业/厂矿,华鹰包装厂,广东省,珠海市,文苑街
24951,113.53544404661,22.3827581360024,公司企业,荣亮电子厂,广东省,珠海市,文苑街
24952,113.535446022394,22.3827581716675,公司企业/厂矿,淯海印刷厂,广东省,珠海市,文苑街
24953,113.535447998098,22.3827581237599,购物/珠宝饰品,金嵩饰品,广东省,珠海市,文苑街
24954,113.535470642917,22.2801422363738,交通设施/停车场/停车区,国际科技大厦地下停车场,广东省,珠海市,红山路
24955,113.535445420594,22.2316953075843,地产小区/小区/楼盘,康乐花园,广东省,珠海市,港三路
24956,113.535447837402,22.241865504698,购物/烟酒茶叶,何鑫商行,广东省,珠海市,兰埔路
24957,113.535460835355,22.385736518117,购物/服装鞋帽,时尚坊,广东省,珠海市,上栅南街
24958,113.535461122741,22.2201494993284,公司企业,珠海庞志国际货运代理有限公司,广东省,珠海市,海昌路
24959,113.535459395774,22.2417992847369,购物,锋之源家居精品专卖店,广东省,珠海市,兰埔路
24960,113.535461802912,22.2268667933222,餐饮/西式快餐/肯德基,肯德基(夏湾店),广东省,珠海市,夏湾路
24961,113.535461502145,22.2310101523816,购物/家居建材,春祥商行,广东省,珠海市,港三路
24962,113.535466031911,22.2397549239076,地产小区/小区/楼盘,兰埔花园南发楼3单元,广东省,珠海市,九洲大道西
24963,113.535473412082,22.2331589028034,交通设施/加油站/中国石化,中国石化粤海加油站,广东省,珠海市,粤海中路
24964,113.535487135066,22.3831102539455,休闲娱乐/歌舞厅/夜总会/娱乐/城,金富娱乐城,广东省,珠海市,文苑街
24965,113.535479536197,22.2317984940155,休闲娱乐/体育场馆,鸿盈棋牌室,广东省,珠海市,港三路
24966,113.535485215948,22.2202446396716,地产小区/小区/楼盘,华苑花园18幢,广东省,珠海市,海昌路
24967,113.535485215948,22.2202446396716,生活服务,珠海盛大家电维修服务中心,广东省,珠海市,海昌路
24968,113.535510417102,22.2700837422342,医疗/医疗/保健/康复中心,琪琪聋儿听力语言康复中心,广东省,珠海市,翠景路
24969,113.535500882966,22.2270749810847,购物/批发市场/集市,高杨米业杂货行,广东省,珠海市,夏湾路
24970,113.535524574275,22.268661330852,购物/烟酒茶叶,王茶,广东省,珠海市,翠景路
24971,113.535516023322,22.3855976180323,公司企业/工商业区,上栅第一工业区,广东省,珠海市,上栅南街
24972,113.535508843369,22.2271649779053,金融/atm,东亚银行ATM,广东省,珠海市,夏湾路
24973,113.535513943695,22.2269709745664,医疗/药店/药房,海王星辰健康药房,广东省,珠海市,夏湾路
24974,113.535517130969,22.2227354893803,购物/烟酒茶叶,秋成茗茶夏湾总店,广东省,珠海市,粤华路
24975,113.535544543933,22.2700837737259,地产小区/小区/楼盘,珠海市香洲区邮电-东苑,广东省,珠海市,翠景路
24976,113.535524591838,22.2335191590465,购物/电器商场,世达家电配件行,广东省,珠海市,粤海中路
24977,113.535557609861,22.2682573000936,汽车服务/汽车/维修/养护/洗车,珠海市香洲锦源轮胎经销部,广东省,珠海市,翠景路
24978,113.53556060539,22.2686813899683,生活服务/房屋租售中介,志诚地产,广东省,珠海市,翠景路
24979,113.535584474711,22.2562680853344,购物/家居建材,艺生行,广东省,珠海市,翠微东路
24980,113.53558936004,22.3840666654137,政府机构/机关单位,珠海国家高新区安全生产监督管理局金鼎监管站,广东省,珠海市,文苑街
24981,113.535588702936,22.2166815987369,金融/投资公司,王氏投资策划咨询有限公司,广东省,珠海市,港昌路
24982,113.535592488237,22.3833073852392,道路/乡道,文苑路,广东省,珠海市,文苑街
24983,113.535594104759,22.3833074145177,交通设施/交叉路口,文苑路/金峰路(路口),广东省,珠海市,文苑街
24984,113.535584993466,22.2285756420452,餐饮/中餐馆/湘鄂菜,湖南湘菜馆,广东省,珠海市,夏湾东街
24985,113.535589267631,22.2238361094338,公司企业,前进电脑,广东省,珠海市,昌平路
24986,113.535599682042,22.2169807219196,公司企业,珠海市保利文化传播公司,广东省,珠海市,港昌路
24987,113.535596134207,22.2266940358068,购物/烟酒茶叶,金辉烟茶酒贸易行,广东省,珠海市,夏湾路
24988,113.535607485559,22.383028608121,餐饮/中餐馆/粤菜,春味盆食园,广东省,珠海市,金峰西路
24989,113.535608465673,22.3830206029027,生活服务/洗衣/干洗,恒升洗衣,广东省,珠海市,金峰西路
24990,113.535604365074,22.2238181447553,生活服务/文印图文,一毛伍复印,广东省,珠海市,昌平路
24991,113.535633354035,22.2758694789226,餐饮/休闲餐饮/咖啡厅,御品兰馨,广东省,珠海市,红山路
24992,113.535828089977,22.2219159786107,地产小区/小区/楼盘,华苑花园11幢,广东省,珠海市,粤华路
24993,113.535855106984,22.2750618139826,金融/atm,中国建设银行二十四小时自助银行,广东省,珠海市,香华路
24994,113.535860066072,22.2746207552971,汽车服务/汽车/维修/养护/洗车,一技汽车服务中心,广东省,珠海市,香华路
24995,113.535856407353,22.2699484822459,生活服务/邮局,香洲区府邮政营业厅,广东省,珠海市,翠景路
24996,113.535856407353,22.2699484822459,金融/atm,中国邮政储蓄银行ATM,广东省,珠海市,翠景路
24997,113.535834904724,22.2430928395273,地产小区/小区/楼盘,钰海山庄八栋一单元,广东省,珠海市,兰埔路
24998,113.535861424269,22.2696353825828,休闲娱乐/洗浴按摩/桑拿/洗浴,逸静推拿馆,广东省,珠海市,翠景路
24999,113.535843861932,22.2268296353044,餐饮/中餐馆,正宗川菜馆,广东省,珠海市,夏湾路
25000,113.535825965946,22.2747696937764,汽车服务/4s/汽车/销售,东风风行特约维修中心,广东省,珠海市,香华路
25001,113.535811131197,22.2558565726601,购物/家居建材,和福铁艺,广东省,珠海市,翠微东路
25002,113.535822951856,22.1335772535766,,横琴蚝净化养殖有限公司,广东省,珠海市,环岛路
25003,113.535835995301,22.2752018234066,金融/atm,中国建设银行ATM,广东省,珠海市,香华路
25004,113.535835995301,22.2752018234066,金融/银行/中国建设银行,中国建设银行金桦支行,广东省,珠海市,香华路
25005,113.535820018031,22.3829940245094,宾馆/旅店,悦福来商务酒店,广东省,珠海市,金峰西路
25006,113.535817369065,22.2167741823265,公司企业,尚雅堂商贸有限公司,广东省,珠海市,昌盛路
25007,113.53582217709,22.2558565227641,公司企业/厂矿,东虹门窗,广东省,珠海市,翠微东路
25008,113.535812660903,22.2396651655663,公司企业,珠海市正康医疗器械有限公司,广东省,珠海市,九州大道
25009,113.535860211295,22.2398079246985,购物/批发市场/集市,湛业烧腊店兰埔店,广东省,珠海市,九州大道
25010,113.53587305193,22.3851884175078,购物/家居建材,达盛五金交电商行,广东省,珠海市,上栅南街
25011,113.535892707744,22.1467611159556,自然山,大角顶,广东省,珠海市,环岛路
25012,113.535867459497,22.2697554488551,地产小区/小区/楼盘,新景雅苑,广东省,珠海市,翠景路
25013,113.535867459497,22.2697554488551,交通设施/停车场/停车区,新景雅苑地下车库,广东省,珠海市,翠景路
25014,113.535848035303,22.2229613596425,金融/atm,深圳发展银行ATM,广东省,珠海市,昌平路
25015,113.535848035303,22.2229613596425,金融/银行/深圳发展银行,深圳发展银行夏湾支行,广东省,珠海市,昌平路
25016,113.535855630135,22.3829531374089,宾馆,珠海悦福来商务酒店,广东省,珠海市,金峰西路
25017,113.535849668356,22.2291934431068,教育/学前教育/幼儿园/托儿所,夏湾幼儿园,广东省,珠海市,夏湾东街
25018,113.535874513019,22.2684301093687,汽车服务/汽车/维修/养护/洗车,湘仕汽修,广东省,珠海市,翠景路
25019,113.535880248816,22.2735715221584,生活服务,易筋中医推拿,广东省,珠海市,红山路
25020,113.535614445035,22.2396222426452,医疗/药店/药房,仙林大药房,广东省,珠海市,九州大道
25021,113.535639692843,22.2711512893364,金融/atm,广发银行ATM,广东省,珠海市,红山路
25022,113.535637872856,22.2684255574856,汽车服务/汽车/配件/装饰,志权汽车配件行,广东省,珠海市,翠景路
25023,113.535628522326,22.3831446538645,交通设施/停车场/停车区,悦福来商务酒店停车场,广东省,珠海市,金峰西路
25024,113.535620506616,22.239769348885,地产小区/小区/楼盘,兰埔花园南发楼2单元,广东省,珠海市,九州大道
25025,113.535624428878,22.2421500601195,地产小区/小区/楼盘,钰海上峰,广东省,珠海市,兰埔路
25026,113.535624190741,22.2270762098308,购物,屈臣氏,广东省,珠海市,夏湾路
25027,113.535651581714,22.3830306610403,金融/atm,珠海农村信用合作社二十四小时自助银行,广东省,珠海市,金峰西路
25028,113.535668801658,22.2708562808686,汽车服务/汽车/维修/养护/洗车,路路高电动车红山店,广东省,珠海市,红山路
25029,113.535670826777,22.270810226225,生活服务/房屋租售中介,鑫邦地产,广东省,珠海市,红山路
25030,113.535657385789,22.3836466116019,公司企业/公用事业,广东电网公司珠海供电局金鼎供电营业所,广东省,珠海市,金峰西路
25031,113.535649495172,22.2233990651412,生活服务/美容美发,东方时光廊,广东省,珠海市,昌平路
25032,113.535659758596,22.2557001363744,购物/家居建材,家乐铝塑门窗装饰,广东省,珠海市,翠微东路
25033,113.535652532138,22.2223316812024,地产小区/小区/楼盘,华苑花园-北门,广东省,珠海市,粤华路
25034,113.535660821773,22.2560827378899,交通设施/公交车站/公交车站主点,卓雅花园,广东省,珠海市,翠微东路
25035,113.535671559493,22.3841888331752,餐饮/中餐馆,小陶居家乡菜馆,广东省,珠海市,文苑街
25036,113.535664418656,22.2432104660397,交通设施/停车场/停车区,钰海山庄地下停车场,广东省,珠海市,兰埔路
25037,113.535665393145,22.2427933380292,地产小区/小区/楼盘,鸣翠谷,广东省,珠海市,兰埔路
25038,113.535666279899,22.2282397070604,购物/服装鞋帽,湘浙鞋店,广东省,珠海市,夏湾路
25039,113.535676665019,22.3838028234256,生活服务/美容美发,飘华理发店,广东省,珠海市,金峰西路
25040,113.535683684212,22.3837248108711,生活服务/美容美发,香熏美容美体中心,广东省,珠海市,金峰西路
25041,113.535696046999,22.268306654559,医疗/社区医疗/诊所/卫生所,环山社区卫生服务站,广东省,珠海市,翠景路
25042,113.53567761968,22.2403176265616,餐饮/中餐馆,英英英食店,广东省,珠海市,九洲大道西
25043,113.5356885829,22.3838688109304,生活服务/美容美发,娇雪贝儿美容美体中心,广东省,珠海市,文苑街
25044,113.535713718575,22.2744343229011,餐饮,鸿名农庄,广东省,珠海市,红山路
25045,113.535711900729,22.2706433359861,生活服务/房屋租售中介,满堂红,广东省,珠海市,红山路
25046,113.535691534179,22.2421962049908,购物/烟酒茶叶,维雅红酒庄珠海总店,广东省,珠海市,兰埔路
25047,113.535718391741,22.2715999928932,交通设施/公交车站/公交车站主点,香洲区府,广东省,珠海市,人民西路
25048,113.535706698087,22.3834708347363,政府机构/机关单位,珠海市唐家湾农业管理所,广东省,珠海市,金峰西路
25049,113.535723984724,22.2705983004257,地产小区/小区/楼盘,盈彩美居,广东省,珠海市,红山路
25050,113.535702704046,22.2220857901011,地产小区/小区/楼盘,华苑花园12幢,广东省,珠海市,粤华路
25051,113.535701574273,22.2425683547423,购物/电子数码,光能达通信,广东省,珠海市,兰埔路
25052,113.535700452439,22.3702079589407,教育,北京理工大学珠海学院-化工与材料学院,广东省,珠海市,
25053,113.535708693377,22.2237043336327,餐饮/休闲餐饮/茶座,惜草园茶馆,广东省,珠海市,昌平路
25054,113.535717897624,22.2186535942855,汽车服务/汽车/维修/养护/洗车,全通汽车美容中心,广东省,珠海市,侨光路
25055,113.535718653172,22.242399330303,医疗/药店/药房,嘉伦光彩大药房兰埔分店,广东省,珠海市,兰埔路
25056,113.535721665683,22.2231391001059,餐饮/休闲餐饮/咖啡厅,一方茶秀,广东省,珠海市,昌平路
25057,113.53572486437,22.2394754935343,金融/投资公司,珠海市新恒润置业投资有限公司,广东省,珠海市,九州大道
25058,113.535726577053,22.2432366101999,地产小区/小区/楼盘,圆明山庄,广东省,珠海市,兰埔路
25059,113.535737659785,22.3853141516189,公司企业,鼎鑫金属制品有限公司,广东省,珠海市,上栅南街
25060,113.535737659785,22.3853141516189,公司企业,宏林鞋业有限公司,广东省,珠海市,上栅南街
25061,113.535732688963,22.2422513338508,购物/综合商场/购物/中心,佳和百货鸣翠谷店,广东省,珠海市,兰埔路
25062,113.535739789928,22.2223919126337,购物/综合商场/购物/中心,王丽商行,广东省,珠海市,粤华路
25063,113.535769778199,22.275398691288,汽车服务/汽车/维修/养护/洗车,诚纳汽车服务店,广东省,珠海市,香华路
25064,113.535766126433,22.2704213919544,餐饮/中式快餐,湛昌烧腊王盈彩店,广东省,珠海市,红山路
25065,113.53577387295,22.2747615526326,餐饮/中餐馆,陈师傅羊肉店,广东省,珠海市,香华路
